,pontoId,lat_pred,lon_pred
0,2774.0,-10.584288003396221,-33.655572875593904
1,50.0,-9.753578590109626,-35.48120561961307
2,2131.0,-7.4374139209509575,-34.705157567976016
3,1135.0,-8.106837641447322,-34.12557831050226
4,2489.0,-7.064591003908302,-34.58175117855893
5,2823.0,-10.512889882114148,-33.87040657018402
6,2752.0,-9.415073758224526,-34.3683836926498
7,2380.0,-6.773231043476492,-34.09313493765825
8,2842.0,-10.864795641106946,-35.37585634445513
9,2603.0,-8.673628463652673,-34.925379650909505
10,597.0,-9.268486249195153,-34.03727377591893
11,2387.0,-6.726182133106358,-35.05923928332059
12,1646.0,-7.694772882705951,-33.77407575880727
13,438.0,-9.246404055619442,-34.543517720722946
14,2682.0,-8.757526973552068,-36.173904610081905
15,539.0,-9.146597654681043,-34.91546956865568
16,1702.0,-8.298341281981743,-35.02972868787127
17,949.0,-8.76361094314571,-35.62011498483673
18,2400.0,-6.829352162197411,-33.62070738539918
19,46.0,-9.122204364291557,-35.5627015905896
20,1879.0,-7.800618975008332,-35.363012290266134
21,1595.0,-7.756457885707182,-34.529536188475035
22,2357.0,-7.7778888724427055,-33.652198826591224
23,1258.0,-8.946398703498442,-35.620975699204465
24,2716.0,-8.565706495280555,-34.42001506207185
25,980.0,-8.885056796723505,-35.59436823435148
26,1232.0,-8.761455456113444,-35.81492935358463
27,253.0,-9.562083707762206,-35.93268820411721
28,931.0,-8.647177392276046,-35.05680429693916
29,1631.0,-7.300599556250505,-34.460266316483626
30,326.0,-8.95387866630332,-35.01592706769654
31,416.0,-8.99482654542911,-34.278968828052484
32,2863.0,-10.757090623253879,-35.5830346760589
33,2077.0,-7.328213462658588,-34.15639656469686
34,55.0,-9.004419083332042,-35.25135504317511
35,1965.0,-7.677544845913949,-33.950660368704604
36,185.0,-9.690204730337545,-35.379648907417824
37,2094.0,-8.264153768073164,-35.130225667180504
38,1187.0,-8.090696258353239,-34.204781992190775
39,1268.0,-7.950935025181699,-34.101431004730344
40,1322.0,-8.574345014567186,-34.993557954144066
41,2137.0,-8.08353083428182,-34.073552491885614
42,1140.0,-9.002320635316206,-35.53848530006439
43,1654.0,-7.280629515408602,-34.47230802722221
44,1111.0,-8.476392025069412,-34.40490587111404
45,455.0,-9.449367535334236,-34.987814600207926
46,1448.0,-7.252929244645248,-34.14915510006886
47,1364.0,-7.801351823649853,-34.51400557916184
48,87.0,-9.126703392333276,-35.62981580234576
49,2093.0,-7.623919254748616,-34.34990672829969
50,775.0,-8.714564865428764,-34.77192647547075
51,41.0,-8.845039799217016,-34.692473158749905
52,15.0,-9.003530027086192,-35.49596301533454
53,65.0,-9.034068893626483,-35.22430839515205
54,841.0,-8.81931974043129,-34.80981751025587
55,2484.0,-7.3211593622289834,-34.56451964166248
56,972.0,-8.594657745790595,-35.008415880323575
57,2740.0,-9.556844995374142,-35.384132264561615
58,1459.0,-7.962715135520058,-34.421663259277466
59,2367.0,-8.604036049325986,-35.467059988274684
60,1033.0,-8.849361626852414,-35.030499748874576
61,791.0,-8.379431477786706,-34.98313417437473
62,2817.0,-9.966760500822225,-33.189677192339914
63,2046.0,-8.246960459087216,-35.131871250264524
64,1853.0,-7.988221750532703,-33.758361743823926
65,1615.0,-7.436973135413438,-34.51638816726832
66,609.0,-9.051382795221283,-35.62977457134207
67,2824.0,-10.723963903013118,-34.69262386551189
68,816.0,-9.256239493026115,-35.74458850025924
69,1324.0,-7.8072773050616355,-34.48518558013951
70,2015.0,-7.820227863651029,-33.693809672784425
71,1627.0,-7.699455102734394,-34.73742095877503
72,1714.0,-8.01419536105732,-34.48388549158253
73,1385.0,-7.345839081024197,-33.78702786396439
74,912.0,-8.570428143969249,-34.538230083294934
75,1347.0,-7.824350270977334,-34.52667161427988
76,2866.0,-10.61260719378392,-35.57355187369476
77,1363.0,-8.78226500305799,-35.79865348157822
78,2288.0,-7.58468596152232,-34.52475147181865
79,1769.0,-8.35330610089748,-35.14971498847867
80,2681.0,-10.231325773895207,-35.1319513003826
81,2198.0,-7.33737851650586,-34.156532653472404
82,1756.0,-7.437652142838167,-34.15026201482313
83,2041.0,-7.535976527160692,-34.00371583615102
84,2351.0,-7.745889836226931,-34.371748547369876
85,2236.0,-7.135734980921553,-34.43476091301447
86,8.0,-9.176886328252678,-35.40216424955806
87,2246.0,-8.053426585224315,-35.69115110431453
88,262.0,-9.044859389420363,-35.14412788085217
89,1307.0,-7.774084631169901,-34.49164058376492
90,1085.0,-8.000848280866048,-34.17589314567448
91,115.0,-8.828001153360065,-34.124016555710874
92,1225.0,-7.760628845974024,-34.484458066963754
93,2927.0,-8.778929803819121,-36.14519803991273
94,2809.0,-10.45760356023104,-36.7245173061403
95,1496.0,-8.36128040833276,-34.64267462807205
96,233.0,-8.687342038006955,-34.18474193985186
97,2501.0,-7.805937072692494,-33.72561130465524
98,1932.0,-7.191022760272071,-34.035775585792166
99,735.0,-8.556197660037183,-35.080798886467484
100,649.0,-8.674917697510736,-35.39683807472538
101,398.0,-8.925710542116587,-35.3506050543248
102,1302.0,-8.570423371683685,-35.05830900684222
103,1909.0,-7.333981185611462,-33.96651280623994
104,2589.0,-7.890245525280005,-33.819167975894636
105,1373.0,-7.720450892676337,-34.69544441533461
106,1026.0,-7.901230492315582,-34.21551893907177
107,729.0,-8.467943506468885,-35.00498110242886
108,1687.0,-8.776809067294856,-35.6824377836479
109,164.0,-9.051852141836154,-35.65504578116225
110,1378.0,-8.435438619185256,-35.7927238663427
111,1824.0,-7.7946413774587455,-34.56824598794836
112,247.0,-9.423641436598942,-34.26174422847615
113,1502.0,-8.4561905685072,-35.00629702539069
114,1940.0,-7.428668666585325,-34.40704649748185
115,2023.0,-7.720612538269563,-33.88923290484945
116,2359.0,-8.236785650141357,-34.30580004768218
117,1306.0,-8.308513603168374,-34.502907906951904
118,1590.0,-7.5725332609524685,-34.738468628103476
119,1876.0,-7.564344018136175,-35.01620149885561
120,832.0,-9.247956504321133,-35.71654891868944
121,1657.0,-7.755520238411181,-34.612818371152436
122,1948.0,-7.243204472925861,-33.87437231428073
123,486.0,-8.45852038955687,-34.34530246619812
124,779.0,-8.666663888097688,-35.03844810511541
125,1109.0,-8.739987666716448,-35.314817579967084
126,241.0,-9.421571217289001,-35.87200216385635
127,856.0,-8.6269367120038,-35.02366864169801
128,1810.0,-7.794294501726892,-34.5751155671896
129,2028.0,-7.732955953389265,-33.96950914994532
130,849.0,-7.7271233056695365,-34.22433377486035
131,186.0,-9.055142154872971,-34.45859523376434
132,1189.0,-263788867983.51917,-37209306636.16734
133,2946.0,-9.485401431732486,-36.10688351781481
134,797.0,-8.500329518416747,-35.312304491139585
135,2900.0,-9.461903674451618,-34.64732884546829
136,2933.0,-9.287371254295046,-35.59704792473493
137,424.0,-9.171456753139312,-34.152800895986644
138,329.0,-9.423752354158712,-35.82857381061389
139,1846.0,-8.374249818905271,-35.14473740154496
140,611.0,-9.044074833182902,-35.49900358040402
141,2180.0,-7.252678633470618,-34.51023920690658
142,2383.0,-7.1826405321961735,-33.757662665933594
143,781.0,-8.573999557745474,-34.877163865867665
144,1898.0,-7.852471988606089,-35.208473052023436
145,818.0,-8.645693973108049,-34.769218869501344
146,2885.0,-9.471592944015924,-34.96238745135112
147,2218.0,-8.20981447721824,-35.51639211907218
148,39.0,-9.131350423350781,-35.730803339246705
149,731.0,-8.407343418228635,-35.035795172334716
150,1011.0,-7.983357714611705,-34.25713472777524
151,2821.0,-8.172553546234276,-33.32192799498033
152,2282.0,-7.577605789828202,-35.2263983274084
153,440.0,-8.710064407291167,-34.225952356618805
154,800.0,-8.314282771519785,-34.433028093368506
155,545.0,-8.97997744800375,-34.82552535649366
156,246.0,-8.802251705695248,-34.26475010979499
157,1312.0,-8.59065661257289,-34.927697949655595
158,127.0,-9.425544905753899,-35.736997551842734
159,2032.0,-7.5924066119632405,-34.68161044368017
160,2938.0,-9.234910637904125,-36.37464874683795
161,232.0,-9.597553020246739,-35.99773194096647
162,838.0,-8.79927388195779,-34.68162676165412
163,7.0,-9.231333077255925,-34.89983512390221
164,2586.0,-8.568906010187952,-35.15940328793682
165,1379.0,-7.826760525557459,-34.66666663353395
166,1309.0,-8.490189966486884,-35.119754820674274
167,142.0,-9.07310766355646,-34.811593702609336
168,290.0,-9.102223360706596,-35.70474636032562
169,2083.0,-7.400183194107679,-33.949639964076525
170,2379.0,-6.903062325448779,-34.00971042143102
171,2432.0,-7.433205751044822,-33.57339481796226
172,2228.0,-7.49449232731101,-34.547414691180634
173,2495.0,-7.067951544522734,-35.252695788482804
174,1301.0,-8.522541294078952,-35.04260219572163
175,1708.0,-7.999083872204265,-34.375218772366544
176,2321.0,-7.4920235405105835,-34.447995031534866
177,1599.0,-7.665045419791114,-34.71137513488448
178,2722.0,-7.6092360375264905,-34.28727054351039
179,2861.0,-9.074208062285681,-33.95715290327472
180,1323.0,-8.87500560203769,-35.93429083515927
181,1907.0,-7.480231836179321,-33.945666148780674
182,2807.0,-10.424537712122188,-36.123972890586444
183,421.0,-9.1110939750807,-34.79958657028253
184,1811.0,-7.605423095927076,-34.067237395510716
185,938.0,-8.608494496005768,-34.9895750087632
186,1633.0,-7.481113992063432,-34.38877565345298
187,901.0,-8.824140846923035,-34.86940103878033
188,823.0,-8.375770702794537,-35.3190977300991
189,206.0,-8.761600962839449,-34.267696821991464
190,711.0,-8.666223662079265,-35.18515175693037
191,1281.0,-7.825253341851292,-34.50580956401677
192,1598.0,-7.749560653894255,-34.54904367316497
193,2160.0,-7.473556473150527,-34.79314199644821
194,615.0,-9.272637954617403,-35.62939494029448
195,1505.0,-7.56379446886954,-34.77734943546738
196,2099.0,-7.611568569107549,-33.99192227072172
197,1710.0,-7.82073621152178,-34.71556417996744
198,2569.0,-8.847649837822521,-33.54591045520327
199,585.0,-8.328863617997694,-34.87800184654762
200,2853.0,-9.62497755591798,-32.16736298978684
201,1427.0,-7.732240244681645,-34.594402888884574
202,2210.0,-7.2763247631661,-34.43087397232131
203,1333.0,-7.732430144188107,-34.56085286392391
204,1971.0,-7.7465345359968385,-34.47215797494557
205,2364.0,-7.368210736323167,-34.52020724398294
206,2021.0,-8.310863275869064,-35.33479751553474
207,2413.0,-6.880182902319914,-33.90198499147268
208,704.0,-9.220624643774444,-35.864002829282825
209,1669.0,-7.602515285009325,-34.714475596039975
210,23.0,-9.49476023792123,-35.717132803938455
211,745.0,-8.453736300600996,-33.78277230371218
212,2736.0,-8.233825391777136,-33.9398273151344
213,339.0,-9.192511757959599,-35.563771450542404
214,88.0,-8.83382129058015,-35.330930901186804
215,476.0,-9.092571742808778,-34.72468680398629
216,2291.0,-7.964905375558633,-34.384978069202404
217,2350.0,-8.514048087154784,-35.21583495860003
218,600.0,-8.810716584539165,-35.75729932316818
219,1652.0,-7.709854136515523,-35.06892602919673
220,166.0,-9.001027508338748,-34.52080922572694
221,2841.0,-10.982442086753448,-35.69873563027897
222,1901.0,-7.472372121495508,-34.32390923505846
223,2311.0,-8.89305662700656,-33.88990165431524
224,2374.0,-7.594585314453593,-33.45259411018692
225,1360.0,-7.774339152795941,-34.65349748530016
226,1780.0,-7.755690454345675,-34.495836245591306
227,184.0,-9.208776424639591,-34.93730103035739
228,1167.0,-8.672021188654831,-34.2764081149048
229,1298.0,-8.515442077059081,-35.08914140635335
230,826.0,-8.518519682101406,-34.87050312741014
231,2141.0,-7.517502889118445,-35.3977458515606
232,1252.0,-7.785112880746796,-34.59500432198877
